"","submission_name","submission_date","template_name","tissue_type","response_component_original","response_comp_orig_cnt","response_component","response_comp_cnt","response_behavior_type","response_behavior","subgroup","time_point","time_point_units","baseline_time","comparison","target_pathogen","vaccine_year","exposure_material_text","exposure_material","additional_exposure_material","cohort","adjuvant","route","publication_reference","publication_year","signature_source","signature_source_url","comments","is_model","short_comment","process_note","publication_reference_url","age_group","age_min","age_max","age_units","subm_obs_id","uniq_obs_id","row_key","signature_file","signature_file_complete"
"subject","","","","cell_subset","","","gene","","","","","","","","","pathogen","","","vaccine","","","","","","","","","","","","","","","","","","","","","",""
"evidence","","","","","label","label","","label","label","label","label","label","label","label","label","","label","label","","label","label","label","label","label","label","label","label","label","label","label","label","url","label","label","label","label","label","label","label","file","file"
"role","","","","tissue","observed","observed","gene_biomarker","observed","background","measured","background","observed","observed","background","background","pathogen","background","background","vaccine","background","observed","background","background","background","background","background","background","background","background","background","background","reference","observed","observed","observed","observed","background","background","background","observed","observed"
"mime_type","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"numeric_units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"display_text","","","","tissue type","response component (original gene symbol)","response component (original) count","response component (gene symbol)","response component count","response behavior type","response behavior","subgroup","time point","time point units","baseline time","comparison","target pathogen","vaccine year (influenza only)","exposure material (name)","exposure material (VO)","additional exposure material","cohort","adjuvant","route","publication reference (PMID)","publication year","signature source figure, table or text section ","signature source url","comments and additional details","gene signature is a model","short comment for mSigDB standard name","internal use only","Scherer et al. (2007) Distinct gene expression profiles in peripheral blood mononuclear cells from patients infected with vaccinia virus, yellow fever 17D virus, or upper respiratory infections. Vaccine PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872' target='_blank'>17651872</a>","age group","min. age","max. age","age units","ID of observation within its own submission","Uniq ID of observation within its submission type","row key","signature response component (genes) file"," signature response components including non-HGNC genes"
"","hipc_gene_17651872_8","2007.08","hipc_gene_17651872_8","peripheral blood mononuclear cell","MEGF8","246","MEGF8","245","gene expression","down","none","4 to 7","Days","time of vaccination (first dose)","(4 to 7)d vs 0d","yellow fever virus 17D","","YF-Vax","VO_0000121","","adults (18-40)","","","17651872","2007","Suppl Table 2","<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2211276/bin/NIHMS29119-supplement-sup_tbl2.xls' target='_blank'>supplement-sup_tbl2.xls</a>","","","","","https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872","adults","18","40","years","8","120","17651872_8_120","hipc_gene_sig_17651872_8.txt","hipc_gene_sig_complete_17651872_8.txt"
"","hipc_gene_17651872_8","2007.08","hipc_gene_17651872_8","peripheral blood mononuclear cell","PRB3","246","PRB3","245","gene expression","down","none","4 to 7","Days","time of vaccination (first dose)","(4 to 7)d vs 0d","yellow fever virus 17D","","YF-Vax","VO_0000121","","adults (18-40)","","","17651872","2007","Suppl Table 2","<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2211276/bin/NIHMS29119-supplement-sup_tbl2.xls' target='_blank'>supplement-sup_tbl2.xls</a>","","","","","https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872","adults","18","40","years","8","120","17651872_8_120","hipc_gene_sig_17651872_8.txt","hipc_gene_sig_complete_17651872_8.txt"
"","hipc_gene_17651872_8","2007.08","hipc_gene_17651872_8","peripheral blood mononuclear cell","RPS4X","246","RPS4X","245","gene expression","down","none","4 to 7","Days","time of vaccination (first dose)","(4 to 7)d vs 0d","yellow fever virus 17D","","YF-Vax","VO_0000121","","adults (18-40)","","","17651872","2007","Suppl Table 2","<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2211276/bin/NIHMS29119-supplement-sup_tbl2.xls' target='_blank'>supplement-sup_tbl2.xls</a>","","","","","https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872","adults","18","40","years","8","120","17651872_8_120","hipc_gene_sig_17651872_8.txt","hipc_gene_sig_complete_17651872_8.txt"
"","hipc_gene_17651872_8","2007.08","hipc_gene_17651872_8","peripheral blood mononuclear cell","MYO1G","246","MYO1G","245","gene expression","down","none","4 to 7","Days","time of vaccination (first dose)","(4 to 7)d vs 0d","yellow fever virus 17D","","YF-Vax","VO_0000121","","adults (18-40)","","","17651872","2007","Suppl Table 2","<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2211276/bin/NIHMS29119-supplement-sup_tbl2.xls' target='_blank'>supplement-sup_tbl2.xls</a>","","","","","https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872","adults","18","40","years","8","120","17651872_8_120","hipc_gene_sig_17651872_8.txt","hipc_gene_sig_complete_17651872_8.txt"
