""	"submission_name"	"submission_date"	"template_name"	"tissue_type"	"response_component_original"	"response_comp_orig_cnt"	"response_component"	"response_comp_cnt"	"response_behavior_type"	"response_behavior"	"subgroup"	"time_point"	"time_point_units"	"baseline_time"	"comparison"	"target_pathogen"	"vaccine_year"	"exposure_material_text"	"exposure_material"	"additional_exposure_material"	"cohort"	"adjuvant"	"route"	"publication_reference"	"publication_year"	"signature_source"	"signature_source_url"	"comments"	"is_model"	"publication_reference_url"	"age_group"	"age_min"	"age_max"	"age_units"	"subm_obs_id"	"uniq_obs_id"	"row_key"	"signature_file"	"signature_file_complete"
"subject"	""	""	""	"cell_subset"	""	""	"gene"	""	""	""	""	""	""	""	""	"pathogen"	""	""	"vaccine"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"evidence"	""	""	""	""	"label"	"label"	""	"label"	"label"	"label"	"label"	"label"	"label"	"label"	"label"	""	"label"	"label"	""	"label"	"label"	"label"	"label"	"label"	"label"	"label"	"label"	"label"	"label"	"url"	"label"	"label"	"label"	"label"	"label"	"label"	"label"	"file"	"file"
"role"	""	""	""	"tissue"	"observed"	"observed"	"gene_biomarker"	"observed"	"background"	"measured"	"background"	"observed"	"observed"	"background"	"background"	"pathogen"	"background"	"background"	"vaccine"	"background"	"observed"	"background"	"background"	"background"	"background"	"background"	"background"	"background"	"background"	"reference"	"observed"	"observed"	"observed"	"observed"	"background"	"background"	"background"	"observed"	"observed"
"mime_type"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"numeric_units"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"display_text"	""	""	""	"tissue type"	"response component (original gene symbol)"	"response component (original) count"	"response component (gene symbol)"	"response component count"	"response behavior type"	"response behavior"	"subgroup"	"time point"	"time point units"	"baseline time"	"comparison"	"target pathogen"	"vaccine year (influenza only)"	"exposure material (name)"	"exposure material (VO)"	"additional exposure material"	"cohort"	"adjuvant"	"route"	"publication reference (PMID)"	"publication year"	"signature source figure, table or text section "	"signature source url"	"comments and additional details"	"gene signature is a model"	"García-Piñeres et al. (2009) Gene expression patterns induced by HPV-16 L1 virus-like particles in leukocytes from vaccine recipients. J Immunol PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=19155521' target='_blank'>19155521</a>"	"age group"	"min. age"	"max. age"	"age units"	"ID of observation within its own submission"	"Uniq ID of observation within its submission type"	"row key"	"signature response component (genes) file"	" signature response components including non-HGNC genes"
""	"hipc_gene_19155521_5"	"2009.02"	"hipc_gene_19155521_5"	"peripheral blood mononuclear cell"	"CCND2"	"22"	"CCND2"	"22"	"gene expression"	"positively"	"none"	"12"	"Months"	"time of vaccination (first dose)"	"correlated with antibody response"	"human Papillomavirus"	""	"HPV-16 L1 VLP"	"VO_0003156"	""	"young adults (18-25)"	""	""	"19155521"	"2009"	"Suppl Table III"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2701477/bin/NIHMS83712-supplement-Supplemetary_t.doc' target='_blank'>Supplemetary_t.doc</a>"	"Spearman Correlation of Gene Expression with Neutralizing Antibody Levels"	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=19155521"	"adults"	"18"	"25"	"years"	"5"	"160"	"19155521_5_160"	"hipc_gene_sig_19155521_5.txt"	"hipc_gene_sig_complete_19155521_5.txt"
""	"hipc_gene_19155521_5"	"2009.02"	"hipc_gene_19155521_5"	"peripheral blood mononuclear cell"	"LGALS2"	"22"	"LGALS2"	"22"	"gene expression"	"positively"	"none"	"12"	"Months"	"time of vaccination (first dose)"	"correlated with antibody response"	"human Papillomavirus"	""	"HPV-16 L1 VLP"	"VO_0003156"	""	"young adults (18-25)"	""	""	"19155521"	"2009"	"Suppl Table III"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2701477/bin/NIHMS83712-supplement-Supplemetary_t.doc' target='_blank'>Supplemetary_t.doc</a>"	"Spearman Correlation of Gene Expression with Neutralizing Antibody Levels"	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=19155521"	"adults"	"18"	"25"	"years"	"5"	"160"	"19155521_5_160"	"hipc_gene_sig_19155521_5.txt"	"hipc_gene_sig_complete_19155521_5.txt"
""	"hipc_gene_19155521_5"	"2009.02"	"hipc_gene_19155521_5"	"peripheral blood mononuclear cell"	"IL1RN"	"22"	"IL1RN"	"22"	"gene expression"	"positively"	"none"	"12"	"Months"	"time of vaccination (first dose)"	"correlated with antibody response"	"human Papillomavirus"	""	"HPV-16 L1 VLP"	"VO_0003156"	""	"young adults (18-25)"	""	""	"19155521"	"2009"	"Suppl Table III"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2701477/bin/NIHMS83712-supplement-Supplemetary_t.doc' target='_blank'>Supplemetary_t.doc</a>"	"Spearman Correlation of Gene Expression with Neutralizing Antibody Levels"	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=19155521"	"adults"	"18"	"25"	"years"	"5"	"160"	"19155521_5_160"	"hipc_gene_sig_19155521_5.txt"	"hipc_gene_sig_complete_19155521_5.txt"
""	"hipc_gene_19155521_5"	"2009.02"	"hipc_gene_19155521_5"	"peripheral blood mononuclear cell"	"CD1B"	"22"	"CD1B"	"22"	"gene expression"	"positively"	"none"	"12"	"Months"	"time of vaccination (first dose)"	"correlated with antibody response"	"human Papillomavirus"	""	"HPV-16 L1 VLP"	"VO_0003156"	""	"young adults (18-25)"	""	""	"19155521"	"2009"	"Suppl Table III"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2701477/bin/NIHMS83712-supplement-Supplemetary_t.doc' target='_blank'>Supplemetary_t.doc</a>"	"Spearman Correlation of Gene Expression with Neutralizing Antibody Levels"	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=19155521"	"adults"	"18"	"25"	"years"	"5"	"160"	"19155521_5_160"	"hipc_gene_sig_19155521_5.txt"	"hipc_gene_sig_complete_19155521_5.txt"
""	"hipc_gene_19155521_5"	"2009.02"	"hipc_gene_19155521_5"	"peripheral blood mononuclear cell"	"FANCG"	"22"	"FANCG"	"22"	"gene expression"	"positively"	"none"	"12"	"Months"	"time of vaccination (first dose)"	"correlated with antibody response"	"human Papillomavirus"	""	"HPV-16 L1 VLP"	"VO_0003156"	""	"young adults (18-25)"	""	""	"19155521"	"2009"	"Suppl Table III"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2701477/bin/NIHMS83712-supplement-Supplemetary_t.doc' target='_blank'>Supplemetary_t.doc</a>"	"Spearman Correlation of Gene Expression with Neutralizing Antibody Levels"	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=19155521"	"adults"	"18"	"25"	"years"	"5"	"160"	"19155521_5_160"	"hipc_gene_sig_19155521_5.txt"	"hipc_gene_sig_complete_19155521_5.txt"
""	"hipc_gene_19155521_5"	"2009.02"	"hipc_gene_19155521_5"	"peripheral blood mononuclear cell"	"RNASEL"	"22"	"RNASEL"	"22"	"gene expression"	"positively"	"none"	"12"	"Months"	"time of vaccination (first dose)"	"correlated with antibody response"	"human Papillomavirus"	""	"HPV-16 L1 VLP"	"VO_0003156"	""	"young adults (18-25)"	""	""	"19155521"	"2009"	"Suppl Table III"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2701477/bin/NIHMS83712-supplement-Supplemetary_t.doc' target='_blank'>Supplemetary_t.doc</a>"	"Spearman Correlation of Gene Expression with Neutralizing Antibody Levels"	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=19155521"	"adults"	"18"	"25"	"years"	"5"	"160"	"19155521_5_160"	"hipc_gene_sig_19155521_5.txt"	"hipc_gene_sig_complete_19155521_5.txt"
""	"hipc_gene_19155521_5"	"2009.02"	"hipc_gene_19155521_5"	"peripheral blood mononuclear cell"	"SLAMF1"	"22"	"SLAMF1"	"22"	"gene expression"	"positively"	"none"	"12"	"Months"	"time of vaccination (first dose)"	"correlated with antibody response"	"human Papillomavirus"	""	"HPV-16 L1 VLP"	"VO_0003156"	""	"young adults (18-25)"	""	""	"19155521"	"2009"	"Suppl Table III"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2701477/bin/NIHMS83712-supplement-Supplemetary_t.doc' target='_blank'>Supplemetary_t.doc</a>"	"Spearman Correlation of Gene Expression with Neutralizing Antibody Levels"	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=19155521"	"adults"	"18"	"25"	"years"	"5"	"160"	"19155521_5_160"	"hipc_gene_sig_19155521_5.txt"	"hipc_gene_sig_complete_19155521_5.txt"
""	"hipc_gene_19155521_5"	"2009.02"	"hipc_gene_19155521_5"	"peripheral blood mononuclear cell"	"ADGRB3"	"22"	"ADGRB3"	"22"	"gene expression"	"positively"	"none"	"12"	"Months"	"time of vaccination (first dose)"	"correlated with antibody response"	"human Papillomavirus"	""	"HPV-16 L1 VLP"	"VO_0003156"	""	"young adults (18-25)"	""	""	"19155521"	"2009"	"Suppl Table III"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2701477/bin/NIHMS83712-supplement-Supplemetary_t.doc' target='_blank'>Supplemetary_t.doc</a>"	"Spearman Correlation of Gene Expression with Neutralizing Antibody Levels"	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=19155521"	"adults"	"18"	"25"	"years"	"5"	"160"	"19155521_5_160"	"hipc_gene_sig_19155521_5.txt"	"hipc_gene_sig_complete_19155521_5.txt"
